Iteration, Time, Fitness, Final Distance, Final Speed, Final Angular Speed, Final Yaw, Final Pitch, Final Roll
155, 7784.4, 0.445777, 1.129519, 1.738515, 0.05867487, 0.002889478, 0.2057829, 0.1809437
156, 7834.3, 0.440838, 1.46139, 2.266287, 0.08808391, 0.002895062, 0.205153, 0.1601915
157, 7884.2, 0.4374991, 0.755176, 1.713193, 0.06473462, 0.0007619868, 0.2109674, 0.1810243
158, 7934.1, 0.4329273, 1.131963, 2.225108, 0.08332179, 0.00343681, 0.2061497, 0.1537316
159, 7984, 0.446383, 1.598996, 2.309209, 0.06906822, 0.003463986, 0.2044595, 0.1642416
160, 8033.9, 0.4499372, 1.143754, 1.492401, 0.0282736, 0.002315614, 0.2041724, 0.2070426
161, 8083.8, 0.4483209, 1.115273, 1.816475, 0.05562787, 0.002462966, 0.2052198, 0.1807108
162, 8133.7, 0.4375492, 1.97929, 2.387419, 0.04241669, 0.003824903, 0.2039624, 0.1886813
163, 8183.6, 0.4440239, 1.773245, 2.754575, 0.09509552, 0.006148511, 0.1958944, 0.1420375
164, 8233.5, 0.4431812, 1.362367, 2.305704, 0.06264319, 0.00369475, 0.2045029, 0.1734871
165, 8283.399, 0.4472306, 1.282603, 2.178422, 0.08672896, 0.01077022, 0.1965075, 0.1824547
166, 8333.3, 0.4318845, 1.32526, 2.475287, 0.08317663, 0.003715034, 0.203462, 0.1646197
167, 8383.2, 0.4450455, 0.8356556, 2.034688, 0.06192043, 0.004321898, 0.1994178, 0.1869063
168, 8433.1, 0.4454386, 1.215882, 2.732287, 0.1098465, 0.002595453, 0.2077273, 0.1245072
169, 8483, 0.4369306, 1.804366, 2.65704, 0.07902304, 0.00386976, 0.2005956, 0.1613769
170, 8532.899, 0.4417642, 1.263933, 2.209078, 0.07927696, 0.002674811, 0.2057922, 0.1692071
171, 8582.8, 0.4389715, 1.411879, 2.863007, 0.106779, 0.004365323, 0.2050554, 0.1223376
172, 8632.7, 0.4388773, 1.106006, 1.384777, 0.02711418, 0.00212623, 0.204542, 0.208546
173, 8682.6, 0.4239678, 1.047912, 2.283922, 0.08567328, 0.003011106, 0.2092334, 0.1686228
174, 8732.5, 0.4315839, 0.9811438, 1.975082, 0.1685382, 0.0001139644, 0.1994321, 0.1928704
175, 8782.399, 0.4453222, 1.144564, 2.102348, 0.1083821, 0.001774306, 0.2010025, 0.1907597
176, 8832.3, 0.4581991, 1.377697, 2.580044, 0.08076786, 0.003204213, 0.2008255, 0.1476704
177, 8882.2, 0.4300063, 1.518544, 2.591757, 0.1095351, 0.003684537, 0.2056345, 0.149953
178, 8932.1, 0.4471246, 1.565964, 2.223081, 0.06285113, 0.003766104, 0.2066457, 0.182986
179, 8982, 0.4501576, 1.176067, 1.739919, 0.04161382, 0.003098043, 0.2015308, 0.1925231
180, 9031.899, 0.4396361, 1.242689, 1.994883, 0.07655703, 0.004812733, 0.205979, 0.1807353
181, 9081.8, 0.4360302, 1.075766, 2.075508, 0.07681524, 0.003282066, 0.2091534, 0.1857675
182, 9131.7, 0.437477, 1.859909, 2.499951, 0.09313167, 0.004167651, 0.206608, 0.1516431
183, 9181.6, 0.4347985, 0.9352975, 2.591486, 0.095021, 0.003062944, 0.2174408, 0.1402247
184, 9231.5, 0.4390838, 1.332556, 1.195861, 0.04211498, 0.001109363, 0.2129393, 0.2047151
185, 9281.399, 0.4436972, 0.7813747, 0.9751263, 0.05807505, -0.0004669812, 0.2163322, 0.2034554
186, 9331.3, 0.4475021, 1.786526, 2.663666, 0.08606502, 0.004083539, 0.2010514, 0.1443269
187, 9381.2, 0.4430796, 1.978348, 1.923736, 0.07164354, 0.001922379, 0.2052913, 0.2009331
188, 9431.1, 0.4408126, 1.741355, 2.204695, 0.06498364, 0.004827551, 0.2022911, 0.1782127
189, 9481, 0.4438388, 0.7747743, 1.3813, 0.04683293, -0.001800489, 0.2175369, 0.1993618
190, 9530.899, 0.4345172, 1.293448, 2.76861, 0.1042643, 0.004365819, 0.207681, 0.132915
191, 9580.8, 0.4454449, 1.592616, 1.9411, 0.07076471, 0.01011242, 0.1950039, 0.1895861
192, 9630.7, 0.4397466, 1.563838, 2.529297, 0.1099396, 0.003821186, 0.2079294, 0.1413415
193, 9680.6, 0.4344357, 1.522498, 2.426492, 0.07629442, 0.002289004, 0.2065798, 0.155798
194, 9730.5, 0.4325815, 0.9787419, 1.707704, 0.06162461, 0.002454949, 0.2076546, 0.1796812
195, 9780.399, 0.4313215, 1.713944, 2.541008, 0.1012429, 0.003419772, 0.2038263, 0.1469065
196, 9830.3, 0.4347031, 1.675535, 2.483626, 0.08251223, 0.002178289, 0.202463, 0.1594507
197, 9880.2, 0.4402736, 1.883815, 2.269288, 0.1010167, 0.005131721, 0.1989382, 0.1967391
198, 9930.1, 0.4470875, 1.224447, 1.937977, 0.06211498, 0.002987528, 0.2064715, 0.1706169
199, 9980, 0.4230286, 1.043042, 1.687155, 0.07035758, 0.002693627, 0.2058597, 0.2033091
200, 10029.9, 0.4394897, 1.440359, 2.177667, 0.05263511, 0.01152491, 0.1828183, 0.1827416
201, 10079.8, 0.4306931, 1.103779, 1.501846, 0.04600343, 0.003030164, 0.2036443, 0.1989432
202, 10129.7, 0.4356527, 0.7942443, 1.221092, 0.03582763, -0.0002979933, 0.2113725, 0.2049618
203, 10179.6, 0.4352435, 1.155409, 2.88585, 0.2709612, 0.003996963, 0.2002168, 0.1745996
204, 10229.5, 0.4248222, 1.311703, 2.107032, 0.06364469, 0.003519238, 0.2059461, 0.1889432
205, 10279.4, 0.4286525, 1.15717, 1.86036, 0.06810182, 0.002625701, 0.2037752, 0.1783932
206, 10329.3, 0.4430793, 1.268403, 2.137418, 0.0626732, 0.001981423, 0.20755, 0.1814128
207, 10379.2, 0.4319615, 1.174926, 1.832865, 0.08798514, -0.000173609, 0.2123796, 0.1585507
208, 10429.1, 0.441008, 1.824924, 2.698526, 0.08965087, 0.0124901, 0.1879216, 0.169515
209, 10479, 0.4436483, 1.928702, 3.044095, 0.1404608, 0.005343338, 0.1981762, 0.1573532
210, 10528.9, 0.4425316, 1.192883, 1.82726, 0.06050575, 0.001243881, 0.2126539, 0.1879326
211, 10578.8, 0.4396977, 1.810486, 3.337242, 0.1370076, 0.005021725, 0.2030954, 0.1125906
212, 10628.7, 0.4401284, 1.498276, 3.282763, 0.1409909, 0.004412654, 0.2058829, 0.08135954
213, 10678.6, 0.4351847, 1.202885, 1.705972, 0.06178772, 0.001000877, 0.2133807, 0.18669
214, 10728.5, 0.4461545, 1.67793, 2.094834, 0.04234151, 0.003367661, 0.2035167, 0.1935105
215, 10778.4, 0.4439328, 1.245387, 1.924752, 0.05192107, 0.003539668, 0.1989842, 0.1877077
