Iteration, Time, Fitness, Final Distance, Final Speed, Final Angular Speed, Final Yaw, Final Pitch, Final Roll
178, 8932.1, 0.7463543, 0.04331059, 0.005713103, 0.0009007339, -0.006395623, 2.999104E-05, 6.909828E-05
179, 8982, 0.7174067, 0.02759339, 0.325317, 9.514442E-05, 2.451705E-06, 4.757923E-05, -3.256784E-05
180, 9031.899, 0.7089562, 0.06340957, 0.005592922, 0.0002185898, 8.998191E-08, -2.793963E-05, -8.429539E-06
181, 9081.8, 0.7515384, 0.02109847, 0.2424107, 9.628199E-05, -2.749773E-07, 7.074284E-06, 3.256492E-05
182, 9131.7, 0.7234859, 0.01107373, 0.2544473, 0.0002046478, 3.8138E-07, 4.175308E-05, -2.373758E-06
183, 9181.6, 0.7434133, 0.01291681, 0.006885741, 0.0004010412, -8.419476E-06, -9.170346E-05, 2.554287E-05
184, 9231.5, 0.7024037, 0.009169589, 0.005712055, 0.0001500053, 2.605679E-08, 4.80239E-05, -2.917778E-05
185, 9281.399, 0.7337866, 0.0512644, 0.01171925, 0.0021211, 0.003826314, 7.362125E-05, 9.478787E-06
186, 9331.3, 0.7154222, 0.05004616, 0.01264209, 0.0009934008, -0.002510139, -6.307643E-05, -0.0001514542
187, 9381.2, 0.7356918, 0.03985619, 0.01319933, 0.0007083323, -0.0006291752, 4.918472E-05, 7.842247E-05
188, 9431.1, 0.7169859, 0.04104811, 0.009507997, 0.001930314, 0.008912273, 0.0001068914, -8.806679E-05
189, 9481, 0.6930615, 0.08506164, 0.01707738, 0.0009718529, -0.004205792, 0.0001480012, 6.265698E-05
190, 9530.899, 0.7826681, 0.001893864, 0.001114506, 5.333004E-05, 4.20573E-08, 4.946467E-06, -7.832256E-06
191, 9580.8, 0.713779, 0.0287677, 0.005611157, 0.0005435265, 0.0007576043, 0.0002021486, -5.70084E-06
192, 9630.7, 0.758823, 0.01912293, 0.2254471, 0.0002356583, 9.489851E-07, -3.167072E-05, -2.592032E-05
193, 9680.6, 0.7585241, 0.02052368, 0.1215595, 0.0002870474, 1.008371E-06, 1.819317E-05, -9.199457E-05
194, 9730.5, 0.7259313, 0.03294795, 0.3241805, 0.0009572242, 0.003575678, -7.303945E-05, -0.0003076525
195, 9780.399, 0.7493402, 0.01919837, 0.2591915, 0.0005218266, 9.613261E-08, 7.443466E-05, -0.0002703096
196, 9830.3, 0.727324, 0.01475183, 0.3305792, 0.0001622476, 1.784459E-06, -3.177608E-05, 2.037733E-05
