Iteration, Time, Fitness, Final Distance, Final Speed, Final Angular Speed, Final Yaw, Final Pitch, Final Roll
110, 5524.04, 0.2617669, 0.3955964, 0.5071337, 0.1380171, 0.02733069, 0.002755692, 0.006589392
111, 5573.94, 0.2428856, 0.3321318, 0.6359649, 0.08847985, 0.07476072, 0.02749198, 0.003766502
112, 5623.84, 0.2667339, 0.3987378, 0.5321864, 0.08537674, -0.003768476, 0.005118304, 0.03291919
113, 5673.74, 0.2606292, 0.4249127, 0.5299823, 0.1228969, 0.01362104, -0.02209592, -0.03093209
114, 5723.64, 0.2573474, 0.41976, 0.5321379, 0.1199448, 0.02012496, 0.01389099, 0.01377175
115, 5773.54, 0.2677187, 0.347614, 0.5340516, 0.09655468, -0.01997735, -0.0109368, 0.01023663
116, 5823.44, 0.2621008, 0.4059306, 0.5195215, 0.1125647, 0.02309585, -0.005366024, -0.01436351
117, 5873.34, 0.2636622, 0.4558075, 0.5182341, 0.1128461, 0.04375634, -0.006297872, -0.03774989
118, 5923.24, 0.26463, 0.4142806, 0.524285, 0.1086461, -0.02309447, -0.00600694, -0.01909278
119, 5973.14, 0.2737401, 0.3418902, 0.4819725, 0.10913, 0.006594423, 0.002272669, 0.01138235
120, 6023.04, 0.2608637, 0.3898175, 0.5596879, 0.09021601, 0.002755889, -0.001576, 0.01104488
121, 6072.94, 0.2628698, 0.4146215, 0.5141239, 0.1182398, 0.01283605, -0.002096396, -0.01148348
122, 6122.84, 0.2653221, 0.4168011, 0.4954128, 0.1301785, 0.0211599, -0.001167082, -0.0002631275
123, 6172.74, 0.2528986, 0.3720518, 0.5757028, 0.1189545, -0.02425174, 0.01462819, 0.01881354
124, 6222.64, 0.2842459, 0.3967412, 0.4806592, 0.09670418, 0.02077687, -0.008004534, 0.02105063
125, 6272.54, 0.2802421, 0.3786219, 0.4913667, 0.09895308, 0.005478594, -0.00141146, 0.01159662
126, 6322.44, 0.281514, 0.3667104, 0.5061312, 0.08187477, 0.01114453, -0.01080848, 0.001716171
127, 6372.34, 0.278459, 0.4178835, 0.4825776, 0.1239128, -0.005406609, -0.01066211, 0.02168465
128, 6422.24, 0.2804525, 0.3810654, 0.4876374, 0.1119073, -0.01820836, 0.01190963, -0.01409972
129, 6472.14, 0.2829722, 0.3932209, 0.4958863, 0.09206434, -0.002502295, -0.001345845, 0.01477885
130, 6522.04, 0.2782264, 0.4244531, 0.4902467, 0.1099119, -0.01266499, -0.00964912, -0.002198158
131, 6571.94, 0.2850837, 0.3906013, 0.4868857, 0.086338, -0.01612367, -0.00137893, 0.01043854
132, 6621.84, 0.2857156, 0.2105872, 0.5140619, 0.1171831, 0.04660194, 0.00372999, -0.00399927
133, 6671.74, 0.2827826, 0.2773348, 0.5134004, 0.1049966, 0.02434464, -0.007465758, 0.01258663
134, 6721.64, 0.2759476, 0.2158065, 0.5212824, 0.1535613, -0.006261096, 0.01437849, 0.01058996
135, 6771.54, 0.2806604, 0.2530722, 0.5101788, 0.08471785, -0.01255749, -0.02836713, 0.0001415606
136, 6821.44, 0.2860736, 0.2092983, 0.5139042, 0.09980087, 0.01181776, 0.01098691, 0.01520826
137, 6871.34, 0.2857906, 0.3391298, 0.4778346, 0.1030406, -0.01446146, -0.0003543726, 0.01693933
138, 6920.56, 0.2819214, 0.2145495, 0.5194075, 0.08739629, 0.0174053, 0.02553714, 0.03289104
139, 6970.46, 0.2824858, 0.24139, 0.5118841, 0.08352365, -0.003989732, -0.01366711, -0.01357774
140, 7020.36, 0.2834479, 0.3498347, 0.5008156, 0.07980863, -0.03617471, -0.005111258, 0.009443734
141, 7070.26, 0.2848352, 0.2133671, 0.5122327, 0.08326286, 0.01344793, -0.005731305, -0.009661188
142, 7120.16, 0.2900726, 0.248062, 0.4999569, 0.06319398, -0.01606106, 0.01161304, -0.008247998
143, 7170.06, 0.2838438, 0.4152518, 0.4807424, 0.09359448, 0.02744817, -0.01516285, -0.02717938
144, 7219.96, 0.2890874, 0.1921688, 0.515489, 0.0720576, 0.006479216, 0.006338124, -0.009925639
145, 7269.86, 0.2804188, 0.3882136, 0.4966673, 0.09690095, -0.0168182, 0.007206663, -0.02406837
146, 7319.76, 0.291443, 0.2293235, 0.4936721, 0.08340514, 0.001544953, -0.01420688, -0.01043949
147, 7369.66, 0.2940169, 0.1202335, 0.5156251, 0.06143746, -0.01023641, -0.009792006, -0.007591422
148, 7419.56, 0.2906188, 0.1654042, 0.5261867, 0.06688633, -0.008342482, -0.008530634, -0.02163125
149, 7469.46, 0.2944097, 0.1612263, 0.5029361, 0.05923661, 0.001470439, -0.003795003, -0.001211238
150, 7519.36, 0.2904475, 0.1456678, 0.4950588, 0.1332788, 0.002599652, -0.01037931, -0.00232739
151, 7569.26, 0.2930147, 0.1448087, 0.5173659, 0.05509004, -9.490829E-05, 0.009834178, -0.003436244
152, 7619.16, 0.2906588, 0.1226582, 0.5402842, 0.1137843, -0.01262064, 0.01575735, 0.01338888
153, 7669.06, 0.2920393, 0.1542035, 0.4910691, 0.1224251, -0.004436281, 0.0007200174, -0.008205057
154, 7718.96, 0.2928856, 0.2209481, 0.5013711, 0.08138947, 0.04812377, 0.007738343, -0.001533454
155, 7768.86, 0.2930513, 0.1383205, 0.5089353, 0.06787778, -0.01962982, -0.02004175, 0.01025835
156, 7818.76, 0.2863563, 0.1670332, 0.5360039, 0.07679629, 0.0003655602, -0.01261876, -0.019628
157, 7868.66, 0.2912966, 0.2263082, 0.491072, 0.07535487, -0.004048584, 0.02405173, 0.01154707
158, 7918.56, 0.2886867, 0.2373142, 0.5121506, 0.07897624, -0.002237383, -0.004957206, 0.007149808
159, 7968.46, 0.2917186, 0.2525338, 0.4823396, 0.07059567, -0.0004104986, 0.02128907, 0.003313878
160, 8018.36, 0.2952282, 0.140562, 0.5184275, 0.07766982, -0.009098414, 0.01312088, -0.004743825
161, 8068.26, 0.2889903, 0.1470418, 0.525654, 0.1004945, -0.01311982, 0.02186133, -0.0001570454
162, 8118.16, 0.2966582, 0.1905592, 0.4693351, 0.06534433, 0.000873731, -0.0005078865, 0.0143387
163, 8168.06, 0.2915824, 0.1184322, 0.5346701, 0.05691798, -0.001469007, 0.008419137, -0.009793257
164, 8214.96, 0.299323, 0.1476215, 0.4803947, 0.09629227, -0.001163466, 0.005805029, -0.02901006
165, 8264.859, 0.2927737, 0.2177017, 0.4792835, 0.0588952, -0.005856088, 0.00424245, -0.01963939
166, 8314.76, 0.2989914, 0.1966335, 0.4694197, 0.05630338, -0.004980838, 0.007852036, 0.003343581
167, 8364.66, 0.2893633, 0.2599865, 0.5001024, 0.06507944, -0.01594844, -0.01516611, 0.009260178
168, 8414.56, 0.2947509, 0.1836033, 0.4896854, 0.05568551, 0.001135935, 0.01149254, 0.01503958
169, 8464.46, 0.2902659, 0.2007884, 0.5012339, 0.06215237, -0.007285151, -0.0178268, -0.02305899
170, 8514.359, 0.2961659, 0.1745007, 0.4993291, 0.07841261, -0.003328547, -0.009459253, -0.026368
171, 8564.26, 0.2953072, 0.1276236, 0.4954397, 0.06829112, -0.0120631, 0.001915234, 0.007496178
172, 8614.16, 0.2913029, 0.1730089, 0.4884067, 0.06503543, 0.0151235, 0.009225907, 0.00134537
173, 8664.06, 0.2890027, 0.1830128, 0.5231197, 0.06573263, -0.02441801, -0.0004727971, 0.009307394
174, 8713.96, 0.2983333, 0.218962, 0.4744035, 0.08506943, -0.01307225, -0.001566199, -0.00728921
175, 8763.859, 0.2951263, 0.2069077, 0.4994521, 0.09837328, 0.002018186, -0.01081131, 0.007824842
176, 8813.76, 0.2964346, 0.227526, 0.4732182, 0.1034053, 0.006919071, 0.01448003, 0.001515426
177, 8863.66, 0.296881, 0.1499574, 0.4911839, 0.05535038, -0.003306863, -0.007210389, -0.003155652
178, 8913.56, 0.2967894, 0.1686427, 0.497087, 0.08279625, -0.008534221, 0.01293316, -0.009524578
179, 8963.46, 0.2907474, 0.2153163, 0.4938864, 0.04884575, -0.008170862, 0.004559598, 0.02441578
180, 9013.359, 0.2944036, 0.1964446, 0.4895631, 0.09440181, 0.01580979, 0.006445788, -0.01516601
181, 9063.26, 0.3003111, 0.1089294, 0.5283177, 0.0632555, -0.008872213, -0.0146101, -0.02500454
182, 9113.16, 0.29067, 0.1284026, 0.5389135, 0.1005314, -0.003366687, 0.001402364, 0.02135801
183, 9163.06, 0.295289, 0.3001448, 0.4680406, 0.0730575, 0.001344033, -0.01420795, 0.01104533
184, 9212.96, 0.2987162, 0.2965329, 0.4638905, 0.06780048, -0.0007838888, -0.007206747, -0.009432733
185, 9262.859, 0.3034226, 0.121646, 0.4930168, 0.07771624, -0.007358782, -0.003739919, -0.01215149
186, 9312.76, 0.2971206, 0.3002542, 0.4673577, 0.06725295, 0.004383089, 0.01617432, 0.009781986
187, 9362.66, 0.2961812, 0.08477031, 0.505785, 0.1153354, 0.03286137, 0.01490076, 0.01585749
188, 9412.56, 0.3024165, 0.2126904, 0.4674891, 0.09054143, -0.002078737, 0.004127319, -0.01289414
189, 9462.46, 0.2995164, 0.1054232, 0.5035816, 0.1106642, -0.0003285056, 0.002584314, 0.01101135
190, 9512.359, 0.298117, 0.2920391, 0.4728895, 0.06498668, -0.009761372, -0.01665991, -0.007065415
191, 9562.26, 0.2948494, 0.1332166, 0.4950756, 0.1300691, 0.004608465, 0.003612323, -0.01417442
192, 9612.16, 0.2986934, 0.2144781, 0.4785596, 0.07514011, -0.004733064, 0.001817061, -0.006639858
193, 9662.06, 0.2987266, 0.1999019, 0.4753848, 0.08719925, 0.007501588, -0.01191727, 0.01276704
194, 9711.96, 0.2965429, 0.2557009, 0.4745379, 0.08149835, 0.001943476, -0.01909985, -0.01298213
195, 9761.859, 0.2994381, 0.152976, 0.5066396, 0.09490988, -0.0009640097, -0.0130479, -0.008568435
196, 9811.76, 0.3012922, 0.2052937, 0.4749061, 0.0504485, -0.0119935, -0.02334649, 0.008981328
197, 9861.66, 0.3000543, 0.1775164, 0.4844996, 0.05088433, 0.0005454168, -0.01998664, -0.02351139
198, 9911.56, 0.3077639, 0.1107644, 0.5045999, 0.08819687, -0.0004005847, 0.03821345, -0.0007308098
199, 9961.46, 0.3059646, 0.1341533, 0.4977408, 0.09221122, -0.001880625, 0.006082674, 0.01358289
200, 10011.36, 0.3077214, 0.1338455, 0.4967066, 0.08858161, -0.006805215, -0.01196859, 0.01654203
201, 10061.26, 0.3036746, 0.1436163, 0.4774603, 0.08030745, 0.006352708, -0.01860841, 0.02172224
202, 10111.16, 0.3060027, 0.1739604, 0.4579328, 0.07573926, 0.03298638, -0.003773998, 0.0005520749
203, 10161.06, 0.303216, 0.1194708, 0.4848128, 0.09019461, -0.007562975, -0.007389395, -0.01652833
204, 10210.96, 0.3021737, 0.2105644, 0.4684848, 0.05194123, -0.004224726, -0.007356529, 0.007071241
205, 10260.86, 0.3048517, 0.1308367, 0.4866661, 0.04814476, -0.003234477, 0.0008597302, 0.005070953
206, 10310.76, 0.3095138, 0.0960355, 0.4923291, 0.06443951, -0.0009584711, -0.02265351, 0.002535159
207, 10360.66, 0.3040438, 0.1573047, 0.4737829, 0.06483717, -0.007199752, -0.01539616, -0.01928876
208, 10410.56, 0.311449, 0.1142174, 0.4744411, 0.06531834, -0.002438336, 0.02094362, -0.005083811
